rating,title,text,asin,parent_asin,timestamp,verified_purchase,helpful_vote,average_rating,main_category,rating_number,price,categories,features,description,images,user_id,Brand,Material,Capacity,Item Dimensions LxWxH,Special Feature,Product Dimensions,UPC,Scent,Number of Items,Unit Count,Item Volume,Item model number,Brand Name,Item Weight,Package Dimensions,Installation Type,Form Factor,Special Features,Color,Voltage,Shelves,Batteries Included?,Batteries Required?,Number Of Doors,Date First Available,Configuration,Number of Doors,Finish Type,Hair Type,Material Feature,Item Form,Material Type Free,Is Discontinued By Manufacturer,Manufacturer,Liquid Volume,Specialty,Package Information,Power Source,Recommended Uses For Product,Style,Age Range (Description),Included Components,Department,Product Benefits,Mounting Type,Skin Type,Package Type,Size,Pattern,Coverage,Occasion,Is Dishwasher Safe,Skin Tone,Plant or Animal Product Type,Expected Blooming Period,Product Care Instructions,Soil Type,Moisture Needs,Number of Pieces,Fabric Type,Ferrule Material,Extension Length,Closure Type,Use for,Type,Shape,Batteries,Connector Type,Exterior Finish,Thread Type,Item Package Quantity,Wattage,Light Color,Head Type,Battery Description,Water Resistance Level,Shade Material,Theme,Country of Origin,Manufacturer recommended age,Domestic Shipping,International Shipping,Flavor,Embellishment,Allergen Information,Number of Blades,Handle Material,Connectivity Technology,Compatible Devices,Keyboard Description,Item Firmness Description,Is Cordless?,Product Grade,Country/Region Of Origin,Sun Protection,Active Ingredients,Model Info,Part Number,Material Type,Sun Protection Factor,Towel form type,Servings per Container,Dosage Form,Tank Volume,Assembly Required,Surface Recommendation,Compatible Material,Dental Floss Type,Tea Variety,Control Method,Special Ingredients,Language,Model Name,Room Type,Surface Recommendation Ceramic,,"Shape Heart, Flower",Operation Mode,Number of Sets,Bristle Material,Light Source Type,Battery Life,Frame Material,Frame Type,Cartoon Character,Body Shape,Hand Orientation,Blade Material,Number of settings,Inner Material,Head Material,Number of pieces,Assembly required,Finish types,Warranty Description,Batteries required,Fragrance Concentration,Reusability,Surface Recommendation Nail,Shape Oblong,Primary Supplement Type,Full Cure Time,Blade Edge,Auto Shutoff,Wireless Communication Technology,Cable Feature,Specific Uses For Product,Sport,Band Width,Band Color,Band Material Type,Max Temperature Setting,Maximum Rotational Speed,Specification Met,Bottle Nipple Type,Filter Class,Is Electric,Seasons,Other display features,Compatible Phone Models,Heater Surface Material,Base Type,Switch Type,Item Hardness,Screen Size,Screen Surface Description,Shell Type,Handle Type,Number of Drawers,Package Weight,Output Current,Output Voltage,Sheet Count,Number of Compartments,Finish,Runtime,Metal Type,Surface Recommendation nail,Band Size,Bowl Material,Is Microwaveable,Maximum Weight Recommendation,Fill Material,Total USB Ports,Target Audience,Number Of Pockets,Human Interface Input,Wireless Communication Standard,Mounting Type Tabletop Mount,Number of Labels,Special features,Headphones Jack,Contact Material,Terminal,Percentage assay,"Material Leather, Polyvinyl Chloride",Back Style,Seat Material Type,Number of Speeds,Liquid Contents Description,Light Type,Bulb Shape Size,Sterility Rating,Controller Type,Paint Type,Manufacturer Part Number,Ply Rating,Lining Description,Pillow Type,Material Polyethylene,Shape Rectangular,Our Recommended age,Alcohol Content,Grit Number,Occupant Capacity,Orientation,Mounting Type Free Standing,Clarity,Number of Compartments 8,Bristle Type,title_cleaned,text_cleaned
1.0,Breaks Very Easily,The wand is made of such cheap plastic that it broke immediately when picking it up. Buy something else.,B074Z2SP3K,B07WFXB13H,2021-02-27 00:01:54.467,True,0,4.2,All Beauty,1414,11.99,[],"['Pack of 3pcs crowns and 3 pcs wands for royal pretend play, perfect for Princess, King or Queen themed birthday parties or events.Suitable for 3-10 years old children.', 'Material:Made of environmental plastic, non-toxic,past necessary certification,not harmful to the skin,very Safe!', ""Upgraded Wands: More suitable for hand, the length is 32CM/12.6IN, more tough,won't be broken, free to wave, let you more like a little fairy."", 'Easy Installation,just buckle them; 3 crowns with 3 different colors, and 3 styles wands are very creative,very special!Great party favors!', ""100% Money Back:We will send your money back if you don't like it or any problem with it.""]","['Wenosda Dress Up Tiara Crown Set Princess Costume Party Accessories for Kids/Girl/Toddler (Blue + pink + purple)', 'suitable for 3+ years old Be a princess! It is very easy to install,just buckle it, then, it will be OK. Perfect for wedding favor girls decoration. Ideal for girls dressing up in birthday and more parties.', 'Detail', 'Material: Made of environmental plastic, non-toxic, past necessary certification,not harmful to the skin, very Safe! Tiara size: 13 X 14cm/5.11 X 5.9Inch  Package list: 1 x 3 crowns  (Blue + pink + purple)', 'First Class Customer service', 'If you dislike it or any problem with it, please kindly feel free to contact us. We will solve it efficiently. Customer’s satisfaction is always our priority.']","[{'attachment_type': 'IMAGE', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/91pYJnqZUXL._SL1600_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/91pYJnqZUXL._SL800_.jpg', 'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/91pYJnqZUXL._SL256_.jpg'}]",AEH3HR4AZEGVYSQYWWZP3HQDTABA,,,,,,,606814044904,,,,,Wenwand-163,,,10.04 x 8.66 x 1.46 inches; 2.4 Ounces,,,,,,,,,,,,,,,,,,No,Wenosda,,,,,,,,,Baby-girls,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,breaks very easily,the wand is made of such cheap plastic that it broke immediately when picking it up buy something else
2.0,Does not stick...,Self adhesive? They do not stick IDK what to do with it.,B07G4HM548,B07G4HM548,2018-10-03 18:20:33.234,False,3,2.9,All Beauty,24,,[],[],[],[],AH5ADEAAXWH5HQFOXOA3KV4YH4BQ,,,,,,,759675831869 759675831845 759675831876 759675334865,,,,,,,,4.02 x 2.13 x 0.6 inches; 0.63 Ounces,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,does not stick,self adhesive they do not stick idk what to do with it
3.0,Works best with 4 layers,"Tested 2 colors WBC7 and WBC11.  I originally used black base color,  the cat eye showed better but the color changing did not. I prefer no base color so the color changing shows.  I then used 2 layers and the color changing was not very noticeable so I added 2 more layers and worked better.",B083DS3ZSQ,B083DS3ZSQ,2021-02-12 15:48:23.208,True,0,3.5,All Beauty,71,,[],[],[],"[{'attachment_type': 'IMAGE', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/81BZaJDwZwL._SL1600_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/81BZaJDwZwL._SL800_.jpg', 'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/81BZaJDwZwL._SL256_.jpg'}, {'attachment_type': 'IMAGE', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/91OdTcTJRAL._SL1600_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/91OdTcTJRAL._SL800_.jpg', 'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/91OdTcTJRAL._SL256_.jpg'}, {'attachment_type': 'IMAGE', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/91o5hTCqBVL._SL1600_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/91o5hTCqBVL._SL800_.jpg', 'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/91o5hTCqBVL._SL256_.jpg'}]",AE52WCYGCMPP6B2MBGQBVLSU5UXQ,Mobray,,,,,,,,,6 Count,,,,,8.19 x 5.28 x 1.18 inches; 12.8 Ounces,,,,,,,,,,,,,,,Non-Toxic,Gel,,,,12 Milliliters,,,,,,Adult,,,,,,,,,,,,,,,,,,,,,,,,Gel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,works best with 4 layers,tested 2 colors wbc7 and wbc11  i originally used black base color  the cat eye showed better but the color changing did not i prefer no base color so the color changing shows  i then used 2 layers and the color changing was not very noticeable so i added 2 more layers and worked better
5.0,Good product!,Blends well and easy to use,B0867LPF35,B0867LPF35,2020-06-30 12:29:44.196,True,0,3.6,All Beauty,129,,[],[],[],[],AF7M3EAT2LXU2KOX4ZRQMRHEQJPA,Airassi,,,,,,780216577212,,,,,,,,4.8 x 2.4 x 1.6 inches; 5.61 Ounces,,,,,,,,,,,,,,,,Cream,,,,,,Bottle,,,,,,,Flawless,,"All, Sensitive",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,good product,blends well and easy to use
5.0,Super cute!,I gave this to my daughter for Christmas who is a BIG Mickey/Minnie fan!! She absolutely loves it!!,B09FKDR2PP,B0BVBZJHZC,2023-01-20 19:38:04.888,True,0,4.7,All Beauty,67,9.99,[],"['All Right Reserved by Disney Created By H.E.R. Accessories - Luv Her', 'One Large Encanto Paddle Brush - With Mirabel Madrigal Image on a extra layer on the back to give a 3D magical feeling. With a Strong Handle & Purple Bristles on a Soft Blue Cushion.', 'Designed For: Curly Hair Brush - Long Hair - Thick Hair - Short Hair - Hair Drying - Gift for Toddler - Hair Growth - Recommended for Ages 3- 18', 'This Cute Disney Encanto Accessory is categorized as: Toddler Hair Brush - Girls Hair Brush - Kids Brush - Hair Accessories for Kids - Hair Care for toddlers - Gifts for Kids', 'Packaging- This Item has been packaged for online sales - packed in a hard cover to protect the brush and there after into a clear bag to keep it in a perfect condition upon delivery - Kids Hair Brush - Ages 3+']","[""Luv Her in an Exclusive collaboration with H.E.R. Accessories creates costume online friendly products under their licensees approved manufactures to ensure that the children's accessories are made with non-toxic materials, none-child labor, approved design to ensure a it hold licensees quality standard. We are here to provide you a first-class costumer experience, enjoy the journey!""]",[],AFGDDMXZPUNN2AQ3K46BFFRP37GA,Luv Her,,,,,8.5 x 3 x 1.5 inches; 0.21 Ounces,193466058941,,,1.00 Count,,,,,,,,,Encanto,,,,,,,,,,"Curly, Thick",,,,,H.E.R. Accessories,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oblong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,super cute,i gave this to my daughter for christmas who is a big mickeyminnie fan she absolutely loves it
5.0,Five Stars,Excellent !!!,B00O5B7RCE,B00O5B7RCE,2016-10-24 20:42:19.000,True,0,4.6,All Beauty,119,12.9,[],"['Helps relieve rheumatism, back pains, muscular pains from overwork', 'Helps relieve headache, stiff neck, craps, gas pains', 'Helps insect bites, sprains, and skin irritations (itchiness)', 'The famous liniment to relieve pain.']","['A liniment preparation specially formulated for fast relief of back and muscular pains from overwork, cramps, rheumatism, lumbago, arthritis, stiff neck, headache, gas pain, insect bites, minor burns and bruises, sprains and skin irritations.']",[],AGLTAXMJZJKLBEFDKYGO3QKPBPOA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,five stars,excellent 
5.0,Well made,Nice sturdy clips,B07X5LXMGQ,B07X5LXMGQ,2019-09-24 22:40:59.471,True,0,4.5,All Beauty,874,,[],[],[],[],AG3TEIN3WCFRXKUTRR57LXQBURQA,CDBOVID,Metal,,,,,795274463162,,,,,,,,5.87 x 3.07 x 0.75 inches; 3.84 Ounces,,,,Purple,,,,,,,,,,All,,,,,,,,,,,,Adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,well made,nice sturdy clips
2.0,Did not last,"Loved this product while it lasted, unfortunately that was only just over a year. Way too pricey to be a yearly purchase! Overall, comparable to that of a much cheaper product. I would not recommend, would not buy again.",B00NL5JW6E,B00NL5JW6E,2018-06-11 18:24:15.983,True,0,3.6,All Beauty,73,,[],"['Award-winning gentle deep cleansing device for healthy looking skin', '10x more effective than hand cleansing at removing makeup', 'Unique Sonic Technology with Advanced Dual Motion uses Sonic pulses to break up makeup, dirt and impurities, and gentle rotations to sweep them away', 'Improves micro-circulation by stimulating blood flow, resulting in more radiant skin', 'It thoroughly removes makeup, dirt and residue from pores providing better absorption of your favorite creams and moisturizers']","[""Philips PureRadiance is the only cleansing system in the world that has unique Sonic Technology with Advanced Dual Motion. It is as gentle as hand cleansing yet 10X more effective at removing makeup. By working together with your favorite beauty products, Philips PureRadiance is the ultimate skin cleansing device to complement women's always changing beauty routines.""]",[],AG3SQEJYZGFJ2NFJLUGV2IVZNDXQ,,,,,,3.19 x 5.87 x 9.65 inches; 1.05 Pounds,781624853318 787461402696 075020042446,,,,,child312_46,,,,,,,,,,,,,,,,,,,,,No,Philips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 Lithium Ion batteries required.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,did not last,loved this product while it lasted unfortunately that was only just over a year way too pricey to be a yearly purchase overall comparable to that of a much cheaper product i would not recommend would not buy again
2.0,Just like Most.,Not much of a difference.  Just like Most.,B01LZD3PQ1,B01LZD3PQ1,2018-07-01 23:48:12.036,True,0,2.9,All Beauty,20,,[],[],[],[],AHT4SLKQ6FFBE6ARNJSXLYZA7ZTA,Bleu Beaute,,,,,,859670006078,Aloe,,,,,,,5 x 1.7 x 1.4 inches; 1 Ounces,,,,,,,,,,,,,,,Antioxidant,Serum,,No,,,,,,,,,,,,,"Sensitive, Dry, Normal",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,just like most,not much of a difference  just like most
5.0,Five Stars,worked great,B00EOT94QO,B00EOT94QO,2018-01-26 04:30:40.178,True,0,4.7,All Beauty,232,14.99,[],"['GlowShift Boost MAP Line T-Fitting Adapter Allows Users to Install a Boost Hose or Sensor to the MAP Line for Accurate Readings Directly from the Source', 'Compatible with 1992-1997 Ford F-Series 7.3L Power Stroke, 1999-2002 Ford Super Duty 7.3L Power Stroke, 2003-2007 Ford Super Duty 6.0L Power Stroke, or Any Diesel Engine with 3/16"" Hose', 'Features a 1/8-27 NPT Female Thread Port, (2) 3/16"" Barbed Fittings & (2) Hose Clamps', 'Includes Step-By-Step Installation Instructions', 'GlowShift Guarantee with One Year Limited Warranty & Free Lifetime Technical Support']",[],[],AFVE2JESRNWUGS6BRGTCTYE73EUQ,GlowShift,,,,,,609456161930,,,,,GS-FA-Boost-Fitting,,,,,,,,,,,,,,,,,,,,,No,GlowShift,,,,,,,,,,,,,,1 Count (Pack of 1),,,,,,,,,,,2,,,,,,,,,"Barb, Adapter",Brass,NPT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,five stars,worked great
5.0,By far this is the best foundation I’ve ever tried,"This review for the foundation itself only not the seller cuz I got from different store. By far this is the best foundation I’ve ever tried! It looks natural and smooth and it worth each $ highly recommended!!<br />Update Nov 27,2019 it’s still my fav foundation I’ve been using it since 2017 and it’s the best! It’s not only foundation but a treatment too since it has several elements and vit for skin. Thanks tarte for this invention.. hello, nothing changed another update in 2022 and it’s my foundation",B01D4B0CK4,B01D4B0CK4,2018-01-23 02:46:51.533,False,5,4.0,All Beauty,23,,[],[],[],[],AENHQ6IX22XOXRLVM5SGPLS6OVDA,Tarte,,,,,,846733014453 846733013685,,,,,,,,5.04 x 1.57 x 1.42 inches; 4.23 Ounces,,,,,,,,,,,,,,,,Cream,,No,,,,Bottle,,,,,,,,,Sensitive,,,,Buildable Coverage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,by far this is the best foundation ive ever tried,this review for the foundation itself only not the seller cuz i got from different store by far this is the best foundation ive ever tried it looks natural and smooth and it worth each  highly recommendedbr update nov 272019 its still my fav foundation ive been using it since 2017 and its the best its not only foundation but a treatment too since it has several elements and vit for skin thanks tarte for this invention hello nothing changed another update in 2022 and its my foundation
5.0,very happy so far,So far very pleased with product. It is a thick gel and works wonderful on sunburns. I originally bought it for my face because I have dark spots and I read that aloe Vera gel helps restore the skin. I have not noticed anything yet but it's only been using for a week. It is pricey but if it works for my face it will be well worth it.,B004E4GHRS,B004E4GHRS,2014-06-25 11:03:28.000,True,2,4.3,All Beauty,92,13.99,[],['100% Pure Aloe Vera Gel -- Without Chemicals and Without Additives'],[],[],AEXX5PSYBPCGEWG6TLLON25DMXOA,Rootsherbal.com,,,,,,885185327810 729440312329 794168080362,,1,,,,,,4.53 x 1.77 x 1.69 inches; 3.63 Ounces,,,,,,,,,,,,,,,,Gel,,No,rootsherbal.com,,,,,,,Adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,very happy so far,so far very pleased with product it is a thick gel and works wonderful on sunburns i originally bought it for my face because i have dark spots and i read that aloe vera gel helps restore the skin i have not noticed anything yet but its only been using for a week it is pricey but if it works for my face it will be well worth it
5.0,Please no more glue,Still trying to learn how to apply with ease but I'll get it. Has to be better then all that glue.,B07GDD8CXS,B07GDD8CXS,2018-10-26 06:29:14.934,True,1,3.2,All Beauty,23,,[],[],[],[],AFXWRDZQNELS45D3R64Q7ZXOL6PA,SUBANG,,,,,,710382606560,,,12.00 Count,,,,,4.96 x 4.57 x 1.3 inches; 4.3 Ounces,,,,,,,,,,,,,,,Gluten Free,Pair,,No,,,,,,,,,,,,Eyelash Glue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,please no more glue,still trying to learn how to apply with ease but ill get it has to be better then all that glue
5.0,Great product,I have used a lot of different blushes and I love this one. It’s not real noticeable but yet flattering.,B06XHNN74Y,B06XHNN74Y,2021-03-02 17:13:29.232,True,1,4.4,All Beauty,39,,[],"['A heart-shaped highlighter with a silky-smooth texture that allows for buildable pearl radiance.', 'Paraben-free; sulfate-free; phthalate-free; gluten-free Cruelty-free Vegan']",['A heart-shaped highlighter with a silky-smooth texture that allows for buildable pearl radiance. Paraben-free; sulfate-free; phthalate-free; gluten-free Cruelty-free Vegan'],[],AF3NL336KQAZDOFJ2ETCXQO46OYQ,Too Faced,,,,,,651986701940,,,,,1_SML,,,3.07 x 2.99 x 1.18 inches; 2.08 Ounces,,,,,,,,,,,,,"Metallic,Pearl,Matte",,,Powder,,No,Too Faced,,,,,,,,,,,,,,,,Light,,,Light,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,great product,i have used a lot of different blushes and i love this one its not real noticeable but yet flattering
2.0,There ok,They are super long and not thick they don’t feel like real lashes eaither.,B07PLFY2DL,B07PLFY2DL,2019-10-14 17:54:55.324,True,0,4.2,All Beauty,270,,[],[],[],[],AE35DUT5WDFZTIR6I7LV24QMJTQQ,ALICROWN HAIR,Mink Fur,,6.1 x 3.75 x 0.5 inches,,6.1 x 3.75 x 0.5 inches; 0.81 Ounces,680613003638,,,,,,,,,,,,,,,,,,,,,,,Cruelty Free,Pair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,there ok,they are super long and not thick they dont feel like real lashes eaither
1.0,One Star,Doesn't show up very well,B06XNN2ZD6,B06XNN2ZD6,2017-11-15 17:12:24.330,True,0,3.6,All Beauty,216,,[],[],[],[],AH7RIQVYJQOYCXIZ7CTSK2ARZACQ,,,,,,,712069255788,,1,1 Count,,,,,5.59 x 4.41 x 0.98 inches; 3.84 Ounces,,,,,,,,,,,,,Matte,,,Powder,,No,,,,,,,Compact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,one star,doesnt show up very well
2.0,"Unfortunately, a waste of money","I’m disappointed. I got this set bc my other wooden brush split down the middle so I needed a new one and this came with a wide tooth wooden comb. Both the brush and the comb are rough, like they need to be sanded more. I feel like I could get a splinter. The teeth on the comb are so rough, the one piece snagged and broke a couple hairs just by running it through my hair one time. I would think a company that makes brushes would know that the entire brush has to be completely smooth, otherwise it’s damaging the hair. The brush isn’t too bad, the teeth are smooth but parts of the handle are not. I’m glad it wasn’t expensive so I can’t complain too much, but as much as I hate to do it bc I just bought it, I’m throwing the comb in the trash bc if I use it I’ll be damaging my hair.",B076FWP9HZ,B076FWP9HZ,2019-10-11 13:23:32.385,True,1,4.2,All Beauty,101,,[],[],[],"[{'attachment_type': 'IMAGE', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71AtLMDBZdL.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71AtLMDBZdL._SL800_.jpg', 'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71AtLMDBZdL._SL256_.jpg'}, {'attachment_type': 'IMAGE', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71WPIaxGhGL.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71WPIaxGhGL._SL800_.jpg', 'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71WPIaxGhGL._SL256_.jpg'}, {'attachment_type': 'IMAGE', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71mghv7rLPL.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71mghv7rLPL._SL800_.jpg', 'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71mghv7rLPL._SL256_.jpg'}]",AGRQ25MAHTVPD7JTCVN6ANLRKWMQ,Bekith,Wood,,,,,,,,2.00 Count,,,,,9.5 x 6 x 2.4 inches; 12.8 Ounces,,,,,,,,,,,,,,"Wavy,all",,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unfortunately a waste of money,im disappointed i got this set bc my other wooden brush split down the middle so i needed a new one and this came with a wide tooth wooden comb both the brush and the comb are rough like they need to be sanded more i feel like i could get a splinter the teeth on the comb are so rough the one piece snagged and broke a couple hairs just by running it through my hair one time i would think a company that makes brushes would know that the entire brush has to be completely smooth otherwise its damaging the hair the brush isnt too bad the teeth are smooth but parts of the handle are not im glad it wasnt expensive so i cant complain too much but as much as i hate to do it bc i just bought it im throwing the comb in the trash bc if i use it ill be damaging my hair
5.0,Very natural looking,"I’m not a stylist,  I’m new to wigs and this wig was so easy to make look natural. I just put it on finger combed a little, shook it up fluffed it out and I was ready to go.",B09B1RGBYF,B09B1RGBYF,2021-10-13 08:23:58.591,True,2,3.8,All Beauty,22,,[],[],[],[],AF6C64QE5QOBNIAS3YBRPTLXJGNA,ANNISOUL,Synthetic,,,Glueless,,,,,,,,,,12.52 x 8.86 x 3.78 inches; 11.22 Ounces,,,,,,,,,,,,,,Curly,,,,,,,,,,,African,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,very natural looking,im not a stylist  im new to wigs and this wig was so easy to make look natural i just put it on finger combed a little shook it up fluffed it out and i was ready to go
